,id,created_at,tweet,cleaned_tweet,sentiment,hour,date,weekday,month,year,created_at_date,sort_weekday,sort_month,tweet_length,polarity
20,1275388228703584257,2020-06-22 17:20:23-06:00,"RT @la_AleRojas: Mi papito ha perdido la lucha contra el covid. Estamos destrozados, gracias a quienes han escrito y nos han mostrado su ap…",papito perdido lucha covid destrozados gracias escrito mostrado ap,0.3057679276327435,17,22,Monday,June,2020,2020-06-22,7,6,140,1
21,1275275400109862916,2020-06-22 09:52:03-06:00,RT @RicQC503: Ayudemos por favor. RT,ayudemos favor,0.2983603203013688,9,22,Monday,June,2020,2020-06-22,7,6,36,1
22,1275273812100120577,2020-06-22 09:45:44-06:00,Con razón tanto odio https://t.co/7NQeBGU4h3,razón odio,0.1227489904807146,9,22,Monday,June,2020,2020-06-22,7,6,44,0
23,1275261615542349824,2020-06-22 08:57:17-06:00,"RT @aaleale_: 🚨¡AYUDA!🚨 Se necesita donate de plasma de paciente de COVID-19 recuperado tipo:ORH+. Se trata de mi papá, Pedro Enrique Malte…",ayuda necesita donate plasma paciente covid19 recuperado tipoorh trata papá pedro enrique malte,0.4422626172641225,8,22,Monday,June,2020,2020-06-22,7,6,140,1
24,1275259175514357760,2020-06-22 08:47:35-06:00,RT @Vico0310: Por favor se necesitan donantes de plasma de paciente recuperado tipo O+ y A+ para familiares y personal de primera línea!! h…,favor necesitan donantes plasma paciente recuperado tipo familiares personal primera línea h,0.9071073765118042,8,22,Monday,June,2020,2020-06-22,7,6,140,1
25,1275257050566668288,2020-06-22 08:39:08-06:00,"RT @laimprecisa: Me ayudan a compartir porfavor 🙏😔 
Es urgente. ¡Gracias! https://t.co/jhk1zdm7Hu",ayudan compair porfavor urgente gracias,0.2945952170935968,8,22,Monday,June,2020,2020-06-22,7,6,97,1
26,1275252649147932673,2020-06-22 08:21:39-06:00,"En ninguna parte del mundo, la Pandemia por #Covid19 esta siendo dirigida por otro Órgano de Estado, que no sea el… https://t.co/4JG1LzYisZ",ninguna pae mundo pandemia siendo dirigida órgano,0.5454653109624439,8,22,Monday,June,2020,2020-06-22,7,6,139,1
27,1275251400440778753,2020-06-22 08:16:41-06:00,"Los invito a que hagan un ejercicio de reflexión y nos unamos haciendo un esfuerzo por El Salvador, Dios quiso que… https://t.co/tbS3KfcVvD",invito hagan ejercicio reflexión unamos haciendo esfuerzo salvador dios quiso,0.17478941192561065,8,22,Monday,June,2020,2020-06-22,7,6,139,1
28,1275249489956265987,2020-06-22 08:09:06-06:00,"Aquí se dice que no se le han quitado atribuciones al Presidente @nayibbukele , pues claro que sí, porque aquí se h… https://t.co/zOJIfwrNz9",aquí dice quitado atribuciones presidente pues claro aquí h,0.04308445344719303,8,22,Monday,June,2020,2020-06-22,7,6,140,0
29,1275248550226661385,2020-06-22 08:05:22-06:00,"Sólo aquí en este país, la Asamblea hace una ley de emergencia nacional y de cuarentena, sin el apoyo y opinión Méd… https://t.co/gJBiZwHtQT",sólo aquí país asamblea hace ley emergencia nacional cuarentena apoyo opinión méd,0.12283452896049069,8,22,Monday,June,2020,2020-06-22,7,6,140,1
30,1275246747116158976,2020-06-22 07:58:12-06:00,"Todos los que estamos acá y quienes nos miran y escuchan, tenemos un familiar, amigo o conocido, que ya ha sido toc… https://t.co/1u6XATGRdL",acá miran escuchan familiar amigo conocido sido toc,0.7215526156385582,7,22,Monday,June,2020,2020-06-22,7,6,140,1
31,1275243592232177666,2020-06-22 07:45:39-06:00,Es lamentable la decisión de la Comisión Política de @AsambleaSV prácticamente rechazando la Carta de solicitud del… https://t.co/KQZzNSlTNh,lamentable decisión comisión política prácticamente rechazando caa solicitud,0.13193444031250864,7,22,Monday,June,2020,2020-06-22,7,6,140,1
32,1275228924235186178,2020-06-22 06:47:22-06:00,"Hemos aprobado con 71 votos, la Suspensión de los Términos y Plazos procesales en los procedimientos administrativos y procesos judiciales.",aprobado 71 votos suspensión términos plazos procesales procedimientos administrativos procesos judiciales,0.006553025460736708,6,22,Monday,June,2020,2020-06-22,7,6,139,1
33,1275213158295261185,2020-06-22 05:44:43-06:00,He insistido en la Comisión de Hacienda de la @AsambleaSV que la conformación de ese Comité de fiscalización u obse… https://t.co/mMvasYnpIH,insistido comisión hacienda conformación comité fiscalización u obse,0.26621585748596843,5,22,Monday,June,2020,2020-06-22,7,6,140,0
34,1275206874011439106,2020-06-22 05:19:45-06:00,Presente en Comisión de Hacienda y Especial del Presupuesto @AsambleaSV https://t.co/6jSxuFk5lE,presente comisión hacienda especial presupuesto,0.09820994915586025,5,22,Monday,June,2020,2020-06-22,7,6,95,1
35,1275202175594102786,2020-06-22 05:01:05-06:00,"RT @real_alianza: @alertux perrita extraviada , en colonia San Francisco , calle los bambúes , ave las gardenias . https://t.co/TZLy6a40Dx",perrita extraviada colonia san francisco calle bambúes ave gardenias,0.00615281104490783,5,22,Monday,June,2020,2020-06-22,7,6,138,1
36,1275154525133905920,2020-06-22 01:51:44-06:00,RT @Ingridlisseth: @GGallegos24 @nayibbukele  urge y se necesita suspender los plazos procesales y administrativos .,urge necesita suspender plazos procesales administrativos,0.04625603880274072,1,22,Monday,June,2020,2020-06-22,7,6,116,0
37,1275147317239255040,2020-06-22 01:23:06-06:00,"RT @cancilleriasv: ¡Más salvadoreños vuelven a su tierra!

En estos momentos, recibimos al primer grupo de connacionales que no había podid…",salvadoreños vuelven tierra momentos recibimos primer grupo connacionales podid,0.19750245182358395,1,22,Monday,June,2020,2020-06-22,7,6,140,1
38,1275106061859651586,2020-06-21 22:39:10-06:00,Presente en Sesión Plenaria Ordinaria N°113 @AsambleaSV . https://t.co/mLaYLv48JC,presente sesión plenaria ordinaria n113,0.6002180028214813,22,21,Sunday,June,2020,2020-06-21,1,6,81,1
39,1275096670611673093,2020-06-21 22:01:51-06:00,"Con respecto a los Créditos, el Presidente @marioponcesv hizo una radiografía exacta de lo que está pasando acá, po… https://t.co/8M0jTFjJXA",respecto créditos presidente hizo radiografía exacta pasando acá po,0.27446193674528324,22,21,Sunday,June,2020,2020-06-21,1,6,140,0
40,1275095228127592449,2020-06-21 21:56:07-06:00,"A mi me cuesta entender y no quisiera que se volviera a cerrar la economía, pero mucha gente anda en la calle, inne… https://t.co/XiArWME8ME",cuesta entender quisiera volviera cerrar economía mucha gente anda calle inne,0.5043134820862819,21,21,Sunday,June,2020,2020-06-21,1,6,140,0
41,1275094288343465986,2020-06-21 21:52:23-06:00,Realmente no hay una verdadera voluntad de los Partidos Políticos mayoritarios por querer hacer un esfuerzo para co… https://t.co/JGzPNs3oF6,realmente verdadera voluntad paidos políticos mayoritarios querer hacer esfuerzo co,0.1977591629606493,21,21,Sunday,June,2020,2020-06-21,1,6,140,1
42,1275093510891372544,2020-06-21 21:49:17-06:00,"Toda solicitud que envía el Presidente @nayibbukele a la @AsambleaSV , aquí se termina haciendo otra cosa, perdiend… https://t.co/3WsZpX3s2f",toda solicitud envía presidente aquí termina haciendo cosa perdiend,0.23824577035919853,21,21,Sunday,June,2020,2020-06-21,1,6,140,0
43,1275092257251766273,2020-06-21 21:44:18-06:00,Como GANA nosotros estamos dispuestos a apoyar y respaldar la solucitud presentada por el Presidente @nayibbukele… https://t.co/j76XPQyS6A,gana dispuestos apoyar respaldar solucitud presentada presidente,0.09704891622173874,21,21,Sunday,June,2020,2020-06-21,1,6,138,1
44,1275091242280509441,2020-06-21 21:40:16-06:00,"El Presidente @nayibbukele ha quedado atado de brazos y hace lo que puede y está a su alcance, pero se necesita ten… https://t.co/rI5FTW87qO",presidente quedado atado brazos hace puede alcance necesita ten,0.18035628762520178,21,21,Sunday,June,2020,2020-06-21,1,6,140,0
45,1275088279944249344,2020-06-21 21:28:30-06:00,"El Presidente @nayibbukele con todo el derecho que le asiste, ha hecho esta petición a los dos Órganos de Estado, s… https://t.co/bODiJegMB9",presidente derecho asiste hecho petición dos órganos s,0.3059449822004564,21,21,Sunday,June,2020,2020-06-21,1,6,140,0
46,1275067602209927170,2020-06-21 20:06:20-06:00,Amen https://t.co/skDP5NkIX9,amen,0.4573605973347224,20,21,Sunday,June,2020,2020-06-21,1,6,28,1
47,1275064611163652098,2020-06-21 19:54:27-06:00,https://t.co/bD1Fpb6ziC,,0.3573939275066913,19,21,Sunday,June,2020,2020-06-21,1,6,23,1
48,1275060007487373312,2020-06-21 19:36:09-06:00,Desde El Salvador para El Mundo. https://t.co/ePkHUoY9Ln,salvador mundo,0.45967449368218066,19,21,Sunday,June,2020,2020-06-21,1,6,56,1
49,1275059050787504128,2020-06-21 19:32:21-06:00,RT @antiguocus: Ayúdenos #PresidenteBukele https://t.co/o9AcShTM6e,ayúdenos,0.011308295805159048,19,21,Sunday,June,2020,2020-06-21,1,6,66,1
50,1275057525973450752,2020-06-21 19:26:18-06:00,"RT @Chelita_NI: Estamos en boca de muchos, y gracias a Dios ya no es por la delincuencia ni la violencia.

La actriz mexicana Angelica Vale…",boca gracias dios delincuencia violencia actriz mexicana angelica vale,0.6358673641049801,19,21,Sunday,June,2020,2020-06-21,1,6,140,1
51,1275054206001598466,2020-06-21 19:13:06-06:00,Amen https://t.co/9gJMoE8DvW,amen,0.4573605973347224,19,21,Sunday,June,2020,2020-06-21,1,6,28,1
52,1275053404172292096,2020-06-21 19:09:55-06:00,Que asco de sujeto https://t.co/d8mAURRkTZ,asco sujeto,0.02125502276740733,19,21,Sunday,June,2020,2020-06-21,1,6,42,1
53,1274894649078026241,2020-06-21 08:39:05-06:00,"El Hospital El Salvador, inaugurado por el Pdte. @nayibbukele será el lugar adonde se salvarán muchas vidas, confie… https://t.co/7eQ4thYasH",hospital salvador inaugurado pdte lugar adonde salvarán muchas vidas confie,0.8473860054614326,8,21,Sunday,June,2020,2020-06-21,1,6,140,1
54,1274886876466417669,2020-06-21 08:08:12-06:00,"Gracias Presidente @nayibbukele por el nuevo Hospital El Salvador, ningún Gobierno antes se había preocupado por re… https://t.co/YqnGz47Jj0",gracias presidente nuevo hospital salvador ningún gobierno preocupado re,0.19044912706841025,8,21,Sunday,June,2020,2020-06-21,1,6,140,1
55,1274883606645739522,2020-06-21 07:55:12-06:00,Eduardo ya esta reunido con Dios https://t.co/oI1dPO98ej,eduardo reunido dios,0.4648352446243745,7,21,Sunday,June,2020,2020-06-21,1,6,56,1
56,1274755897223512064,2020-06-20 23:27:44-06:00,"RT @SolisEduardo_: Muchas personas confundieron la Reapertura Económica con “Reapertura Social”

Tenemos que ser más responsable, Covid no…",muchas personas confundieron reapeura económica reapeura social ser responsable covid,0.8198265969277639,23,20,Saturday,June,2020,2020-06-20,2,6,139,1
57,1274755482222239746,2020-06-20 23:26:05-06:00,"RT @elblog: #Nacionales_EB

Estados Unidos dona lancha “Boston Whaler” a la Fuerza Naval de El Salvador
https://t.co/YuWw0JY4e0",unidos dona lancha boston whaler fuerza naval salvador,0.941060854257197,23,20,Saturday,June,2020,2020-06-20,2,6,127,1
58,1274753871630479363,2020-06-20 23:19:41-06:00,"RT @NoticieroHechos: La noticia más difícil que tenemos que dar, un amigo, compañero y gran ser humano Eduardo Navas, Productor Ejecutivo d…",noticia difícil dar amigo compañero gran ser humano eduardo navas productor ejecutivo d,0.30508828474583755,23,20,Saturday,June,2020,2020-06-20,2,6,140,1
59,1274751030501269505,2020-06-20 23:08:24-06:00,RT @GracielaRajo: Nuestro corazón esta de luto... Pero el cielo esta de fiesta... Le mando el más fuerte de los abrazos hasta el cielo... N…,corazón luto cielo fiesta mando fuee abrazos cielo n,0.544650403106004,23,20,Saturday,June,2020,2020-06-20,2,6,140,1
60,1274750939015139331,2020-06-20 23:08:02-06:00,RT @CrodriguezSV: San Salvador https://t.co/CTtzRshHDd,san salvador,0.5585231822128334,23,20,Saturday,June,2020,2020-06-20,2,6,54,1
61,1274750578221035520,2020-06-20 23:06:36-06:00,"RT @LourdesVigilAlt: Sigan saliendo decían,no pasa nada decían 😔 https://t.co/9IzIHDSh3u",sigan saliendo decíanno pasa decían,0.3880031118430554,23,20,Saturday,June,2020,2020-06-20,2,6,88,0
62,1274750302210703360,2020-06-20 23:05:30-06:00,"RT @IngridLizama3: Eclipse solar anular 21/06/2020
Visto en Europa, Asia y Africa💖 https://t.co/RdBSm2RlN8",eclipse solar anular 21062020 visto europa asia africa,0.5833177192137483,23,20,Saturday,June,2020,2020-06-20,2,6,106,1
63,1274749280981483523,2020-06-20 23:01:26-06:00,Pena de muerte https://t.co/ytcalPtPYT,pena muee,0.41630972669860045,23,20,Saturday,June,2020,2020-06-20,2,6,38,0
64,1274574996288012288,2020-06-20 11:28:54-06:00,"RT @Beryz10: #SERVICIOSOCIAL
BUSCA A SUS DUEÑOS
Perrita encontrada en La Constitución Colonia Miralvalle San Salvador San Salvador. Es urge…",busca dueños perrita encontrada constitución colonia miralvalle san salvador san salvador urge,0.3172931621937164,11,20,Saturday,June,2020,2020-06-20,2,6,140,1
65,1274550014518398977,2020-06-20 09:49:38-06:00,"RT @DirectorioSs: Este día, gracias a nuestro Diputado @GGallegos24 se continuó llevando víveres y otro tipo de ayuda a muchos capitalinos…",día gracias diputado continuó llevando víveres tipo ayuda capitalinos,0.3585041984151572,9,20,Saturday,June,2020,2020-06-20,2,6,139,1
66,1274545863759728641,2020-06-20 09:33:08-06:00,Esta gente tiene un Dictador también https://t.co/QGtW2CWJx0,gente dictador,0.40374931712540774,9,20,Saturday,June,2020,2020-06-20,2,6,60,0
67,1274539166374801409,2020-06-20 09:06:31-06:00,"#DevuelvanLasFacultadesAlPresidente. 
@nayibbukele",,0.541333260777616,9,20,Saturday,June,2020,2020-06-20,2,6,50,1
68,1274535782288588808,2020-06-20 08:53:04-06:00,En ningún otro país del mundo se le ha privado a un Gobierno de poder de emitir todos aquellos instrumentos legales… https://t.co/X0MJM6ERgQ,ningún país mundo privado gobierno poder emitir aquellos instrumentos legales,0.40924797185980616,8,20,Saturday,June,2020,2020-06-20,2,6,140,1
69,1274533374988820481,2020-06-20 08:43:30-06:00,"Ahora que la Pandemia #Covid19 se encuentra en su etapa de mayor contagio, se hace imprescindible que se le devuelv… https://t.co/AgJMBTqsOg",ahora pandemia encuentra etapa mayor contagio hace imprescindible devuelv,0.5958586489482194,8,20,Saturday,June,2020,2020-06-20,2,6,140,1
70,1274531282354044928,2020-06-20 08:35:12-06:00,Hoy Hemos recibido en la @AsambleaSV la solicitud del Pdte @nayibbukele en el sentido que se le devuelvan las atrib… https://t.co/sbHPZhaOBk,hoy recibido solicitud pdte devuelvan atrib,0.48824966517999435,8,20,Saturday,June,2020,2020-06-20,2,6,140,1
71,1274507223948034048,2020-06-20 06:59:36-06:00,RT @RicQC503: Urgente. Ayúdanos. RT y que todos los recuperados se comuniquen para hacer una red de ayuda. Esto es vida o muerte. 🙏 https:/…,urgente ayúdanos recuperados comuniquen hacer red ayuda vida muee,0.13845723036312998,6,20,Saturday,June,2020,2020-06-20,2,6,140,1
72,1274478582870532098,2020-06-20 05:05:47-06:00,RT @FebeMurilloSV: Diputado amigo @GGallegos24 🇸🇻💙 https://t.co/jdBW1Hn28f,diputado amigo,0.47131231600458334,5,20,Saturday,June,2020,2020-06-20,2,6,74,1
73,1274412380127199232,2020-06-20 00:42:43-06:00,"RT @ra_nexus: @GGallegos24 Excelente fotografia 👍, un aguila representa un depredador de fuerza y poder con libertad la cual debe ser noble…",excelente fotografia aguila representa depredador fuerza poder libead debe ser noble,0.7826109312426015,0,20,Saturday,June,2020,2020-06-20,2,6,140,1
74,1274408304685584395,2020-06-20 00:26:31-06:00,🦅 https://t.co/yJjB3R9JZL,,0.3573939275066913,0,20,Saturday,June,2020,2020-06-20,2,6,25,1
75,1274393682813374464,2020-06-19 23:28:25-06:00,🐦 https://t.co/vsDbZQ6Ten,,0.3573939275066913,23,19,Friday,June,2020,2020-06-19,3,6,25,1
76,1274354306087563266,2020-06-19 20:51:57-06:00,"RT @chelitabombom: Padre nuestro,
que estás en el cielo,
santificado sea tu Nombre;
venga a nosotros tu reino;
hágase tu voluntad 
en la ti…",padre cielo santificado nombre venga reino hágase voluntad,0.3941506904140852,20,19,Friday,June,2020,2020-06-19,3,6,140,1
77,1274354047345025024,2020-06-19 20:50:55-06:00,RT @kathyacarranza: No tienen idea la cantidad de personas que están luchando por ganarle la batalla a este virus 🦠 Muchos NECESITAN plasma…,idea cantidad personas luchando ganarle batalla virus necesitan plasma,0.10572482771095004,20,19,Friday,June,2020,2020-06-19,3,6,140,1
78,1274353472268271617,2020-06-19 20:48:38-06:00,"RT @Anlikerinfante: Me da coraje, como los hipócritas que tanto hostigaron por arruinar los planes del Gobierno y pitaban por abrir la econ…",da coraje hipócritas hostigaron arruinar planes gobierno pitaban abrir econ,0.01083935727928253,20,19,Friday,June,2020,2020-06-19,3,6,140,0
79,1274216900189458432,2020-06-19 11:45:57-06:00,RT @RamiroG92458181: Mi compromiso es con el pueblo. https://t.co/5LRsErCQKY,compromiso pueblo,0.3446994078741788,11,19,Friday,June,2020,2020-06-19,3,6,76,1
80,1274216556126515205,2020-06-19 11:44:35-06:00,Buenas noches https://t.co/auhkI2XoPd,buenas noches,0.7033839126821165,11,19,Friday,June,2020,2020-06-19,3,6,37,1
81,1274205000147836929,2020-06-19 10:58:40-06:00,RT @Vico0310: Ojo al dato es A+ lo que se necesita,ojo dato necesita,0.5797503444246681,10,19,Friday,June,2020,2020-06-19,3,6,50,0
82,1274202798989680641,2020-06-19 10:49:55-06:00,URGENTE https://t.co/eLWwZC6UZs,urgente,0.23832467298811585,10,19,Friday,June,2020,2020-06-19,3,6,31,1
83,1274202012847128576,2020-06-19 10:46:48-06:00,"RT @ShoviSweet: NUEVAS COCADAS CON VAINILLA😍
Disponibles con toda Nuestra variedad🍯
Tenemos amplias rutas de a domicilio cada Semana 🚗. htt…",nuevas cocadas vainilla disponibles toda variedad amplias rutas domicilio cada semana htt,0.8906988447165207,10,19,Friday,June,2020,2020-06-19,3,6,140,1
84,1274193696691494912,2020-06-19 10:13:45-06:00,RT @anliker1980: #ElDineroAlcanzaCuandoNoSeRoba,,0.541333260777616,10,19,Friday,June,2020,2020-06-19,3,6,47,1
85,1274187586337202176,2020-06-19 09:49:28-06:00,"RT @stephpilona: Necesitamos donante para mi papá, la familia se lo agradece infinitamente 🙏🏼 https://t.co/kJuYPVVLsb",necesitamos donante papá familia agradece infinitamente,0.09761515447960553,9,19,Friday,June,2020,2020-06-19,3,6,117,0
86,1274187515042430977,2020-06-19 09:49:11-06:00,"RT @Director_PNC: El salario, los $100 de aumento y el bono anual han sido depositados. Compañeros policías, gracias por velar por el biene…",salario 100 aumento bono anual sido depositados compañeros policías gracias velar biene,0.005091157955500077,9,19,Friday,June,2020,2020-06-19,3,6,140,1
87,1274131040773292033,2020-06-19 06:04:46-06:00,Esta gente tienen un Dictador https://t.co/9a4RlQjs23,gente dictador,0.40374931712540774,6,19,Friday,June,2020,2020-06-19,3,6,53,0
88,1274109459611242497,2020-06-19 04:39:01-06:00,"RT @Beryz10: RT 👇
URGENTE! Es para una familia de nuestros 🐶 adoptados. Si esta en sus posibilidades colaborar 🙏 https://t.co/dUPcAF1Kcf",urgente familia adoptados si posibilidades colaborar,0.5830458691476512,4,19,Friday,June,2020,2020-06-19,3,6,136,1
89,1274109357014294530,2020-06-19 04:38:37-06:00,"RT @_ElUta: Que raro que ni @REVISTAFACTUM ni @_ElFaro_ le hayan dedicado una “investigación incómoda” a Héctor Silva... 

Ah! El periodism…",raro dedicado investigación incómoda héctor silva ah periodism,0.01790725547481902,4,19,Friday,June,2020,2020-06-19,3,6,140,1
90,1274100621189230592,2020-06-19 04:03:54-06:00,RT @Beryz10: RT URGENTE 👇,urgente,0.2656947242881821,4,19,Friday,June,2020,2020-06-19,3,6,25,1
91,1274100295467925505,2020-06-19 04:02:36-06:00,"RT @RevistaRectum: Luego de más de 10 años, Héctor Silva Ávalos, acusado de enriquecimiento ilícito, sigue sin presentar declaración patrim…",luego 10 años héctor silva ávalos acusado enriquecimiento ilícito sigue presentar declaración patrim,0.004766454863815498,4,19,Friday,June,2020,2020-06-19,3,6,140,0
92,1274059731166994432,2020-06-19 01:21:25-06:00,RT @ActualidadRT: Alemania registra el mayor aumento diario de infectados por covid-19 en un mes https://t.co/Vsu6vvzHpq,alemania registra mayor aumento diario infectados covid19 mes,0.19620656456661978,1,19,Friday,June,2020,2020-06-19,3,6,120,0
93,1274056663268495361,2020-06-19 01:09:14-06:00,Costa Rica https://t.co/ilUMrjFmyj,costa rica,0.5077414652697021,1,19,Friday,June,2020,2020-06-19,3,6,34,1
94,1274054483065044993,2020-06-19 01:00:34-06:00,"RT @GANAOFICIAL: Nuestro Alcalde de El Rosario #LaPaz Ronald Tobar, sigue atendiendo las necesidades de la comunidad San Francisco Nahualap…",alcalde rosario ronald tobar sigue atendiendo necesidades comunidad san francisco nahualap,0.5231848523091936,1,19,Friday,June,2020,2020-06-19,3,6,140,1
95,1274053997050179586,2020-06-19 00:58:38-06:00,"RT @radioyskl: #Internacional | OMS ""Levantar el confinamiento debe ser un proceso gradual, cuidadoso y basado en los datos”
https://t.co/h…",oms levantar confinamiento debe ser proceso gradual cuidadoso basado datos,0.5978575933060477,0,19,Friday,June,2020,2020-06-19,3,6,140,1
